EV Charger Registration Code,Name,No. of Charging Outlets,Connector ID,Type of Connector,Rated Output Power (kW),Postal Code,Block/House No,Street Name,Building Name,Floor No,Lot No,Is the charger publicly accessible?,Longitude,Latitude
R104959B,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104959B-001,Type 2,3.7,760504,504,YISHUN STREET 51,ACACIA BREEZE @ YISHUN,L2,-,Yes,103.8445959,1.418396497
R104959B,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R104959B-002,Type 2,3.7,760504,504,YISHUN STREET 51,ACACIA BREEZE @ YISHUN,L2,-,Yes,103.8445959,1.418396497
R103201E,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103201E-001,Type 2,3.7,640903,903,JURONG WEST STREET 91,,L1,-,Yes,103.6854076,1.340889782
R103201E,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103201E-002,Type 2,3.7,640903,903,JURONG WEST STREET 91,,L1,-,Yes,103.6854076,1.340889782
R103202K,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103202K-001,Type 2,3.7,640903,903,JURONG WEST STREET 91,,L1,-,Yes,103.6854076,1.340889782
R103202K,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103202K-002,Type 2,3.7,640903,903,JURONG WEST STREET 91,,L1,-,Yes,103.6854076,1.340889782
R103205Z,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103205Z-001,Type 2,3.7,640986,986,JURONG WEST STREET 93,MULTI STOREY CAR PARK,L1,-,Yes,103.6945045,1.337005064
R103205Z,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103205Z-002,Type 2,3.7,640986,986,JURONG WEST STREET 93,MULTI STOREY CAR PARK,L1,-,Yes,103.6945045,1.337005064
R103206C,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103206C-001,Type 2,3.7,640986,986,JURONG WEST STREET 93,MULTI STOREY CAR PARK,L1,-,Yes,103.6945045,1.337005064
R103206C,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103206C-002,Type 2,3.7,640986,986,JURONG WEST STREET 93,MULTI STOREY CAR PARK,L1,-,Yes,103.6945045,1.337005064
R103197A,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103197A-001,Type 2,3.7,641832,832A,JURONG WEST STREET 81,,B1,-,Yes,103.6945292,1.344304412
R103197A,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103197A-002,Type 2,3.7,641832,832A,JURONG WEST STREET 81,,B1,-,Yes,103.6945292,1.344304412
R103198E,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103198E-001,Type 2,3.7,641832,832A,JURONG WEST STREET 81,,B1,-,Yes,103.6945292,1.344304412
R103198E,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103198E-002,Type 2,3.7,641832,832A,JURONG WEST STREET 81,,B1,-,Yes,103.6945292,1.344304412
R103193G,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103193G-001,Type 2,3.7,641854,854A,JURONG WEST STREET 81,,L1,-,Yes,103.6964786,1.347724683
R103193G,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103193G-002,Type 2,3.7,641854,854A,JURONG WEST STREET 81,,L1,-,Yes,103.6964786,1.347724683
R103194R,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103194R-001,Type 2,3.7,641854,854A,JURONG WEST STREET 81,,L1,-,Yes,103.6964786,1.347724683
R103194R,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103194R-002,Type 2,3.7,641854,854A,JURONG WEST STREET 81,,L1,-,Yes,103.6964786,1.347724683
R103046F,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103046F-001,Type 2,3.7,641624,624A,JURONG WEST STREET 61,MULTI STOREY CAR PARK,L1,-,Yes,103.6984364,1.341120971
R103046F,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103046F-002,Type 2,3.7,641624,624A,JURONG WEST STREET 61,MULTI STOREY CAR PARK,L1,-,Yes,103.6984364,1.341120971
R103047Z,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103047Z-001,Type 2,3.7,641624,624A,JURONG WEST STREET 61,MULTI STOREY CAR PARK,L1,-,Yes,103.6984364,1.341120971
R103047Z,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103047Z-002,Type 2,3.7,641624,624A,JURONG WEST STREET 61,MULTI STOREY CAR PARK,L1,-,Yes,103.6984364,1.341120971
R103199K,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103199K-001,Type 2,3.7,641734,734A,JURONG WEST STREET 73,,L1,-,Yes,103.7009695,1.345547343
R103199K,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103199K-002,Type 2,3.7,641734,734A,JURONG WEST STREET 73,,L1,-,Yes,103.7009695,1.345547343
R103200A,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103200A-001,Type 2,3.7,641734,734A,JURONG WEST STREET 73,,L1,-,Yes,103.7009695,1.345547343
R103200A,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103200A-002,Type 2,3.7,641734,734A,JURONG WEST STREET 73,,L1,-,Yes,103.7009695,1.345547343
R103054D,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103054D-001,Type 2,3.7,640659,659,JURONG WEST STREET 65,MULTI STOREY CAR PARK,L2,-,Yes,103.702123,1.337215564
R103054D,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103054D-002,Type 2,3.7,640659,659,JURONG WEST STREET 65,MULTI STOREY CAR PARK,L2,-,Yes,103.702123,1.337215564
R103055H,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103055H-001,Type 2,3.7,640659,659,JURONG WEST STREET 65,MULTI STOREY CAR PARK,L2,-,Yes,103.702123,1.337215564
R103055H,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103055H-002,Type 2,3.7,640659,659,JURONG WEST STREET 65,MULTI STOREY CAR PARK,L2,-,Yes,103.702123,1.337215564
R103051C,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103051C-001,Type 2,3.7,640276,276,JURONG WEST STREET 25,DBS JURONG WEST STREET 25,L2,-,Yes,103.7037874,1.353562688
R103051C,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103051C-002,Type 2,3.7,640276,276,JURONG WEST STREET 25,DBS JURONG WEST STREET 25,L2,-,Yes,103.7037874,1.353562688
R103052G,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103052G-001,Type 2,3.7,640276,276,JURONG WEST STREET 25,DBS JURONG WEST STREET 25,L2,-,Yes,103.7037874,1.353562688
R103052G,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103052G-002,Type 2,3.7,640276,276,JURONG WEST STREET 25,DBS JURONG WEST STREET 25,L2,-,Yes,103.7037874,1.353562688
R103049G,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103049G-001,Type 2,3.7,640271,271,JURONG WEST STREET 24,MULTI STOREY CAR PARK,L1,-,Yes,103.7038848,1.350499126
R103049G,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103049G-002,Type 2,3.7,640271,271,JURONG WEST STREET 24,MULTI STOREY CAR PARK,L1,-,Yes,103.7038848,1.350499126
R103050Z,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103050Z-001,Type 2,3.7,640271,271,JURONG WEST STREET 24,MULTI STOREY CAR PARK,L1,-,Yes,103.7038848,1.350499126
R103050Z,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103050Z-002,Type 2,3.7,640271,271,JURONG WEST STREET 24,MULTI STOREY CAR PARK,L1,-,Yes,103.7038848,1.350499126
R102917E,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102917E-001,Type 2,3.7,640268,268,BOON LAY DRIVE,BOON LAY COURT,L1,-,Yes,103.7077407,1.347871241
R102917E,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102917E-002,Type 2,3.7,640268,268,BOON LAY DRIVE,BOON LAY COURT,L1,-,Yes,103.7077407,1.347871241
R102918K,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102918K-001,Type 2,3.7,640268,268,BOON LAY DRIVE,BOON LAY COURT,L1,-,Yes,103.7077407,1.347871241
R102918K,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102918K-002,Type 2,3.7,640268,268,BOON LAY DRIVE,BOON LAY COURT,L1,-,Yes,103.7077407,1.347871241
R103044K,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103044K-001,Type 2,3.7,640697,697,JURONG WEST CENTRAL 3,JURONG WEST BLOSSOM,L1,-,Yes,103.7080809,1.341599934
R103044K,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103044K-002,Type 2,3.7,640697,697,JURONG WEST CENTRAL 3,JURONG WEST BLOSSOM,L1,-,Yes,103.7080809,1.341599934
R103045B,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103045B-001,Type 2,3.7,640697,697,JURONG WEST CENTRAL 3,JURONG WEST BLOSSOM,L1,-,Yes,103.7080809,1.341599934
R103045B,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103045B-002,Type 2,3.7,640697,697,JURONG WEST CENTRAL 3,JURONG WEST BLOSSOM,L1,-,Yes,103.7080809,1.341599934
R102913R,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102913R-001,Type 2,3.7,640188,188,BOON LAY DRIVE,BOON LAY VISTA,L1,-,Yes,103.7114251,1.343761841
R102913R,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102913R-002,Type 2,3.7,640188,188,BOON LAY DRIVE,BOON LAY VISTA,L1,-,Yes,103.7114251,1.343761841
R102914D,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102914D-001,Type 2,3.7,640188,188,BOON LAY DRIVE,BOON LAY VISTA,L1,-,Yes,103.7114251,1.343761841
R102914D,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102914D-002,Type 2,3.7,640188,188,BOON LAY DRIVE,BOON LAY VISTA,L1,-,Yes,103.7114251,1.343761841
R102915H,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102915H-001,Type 2,3.7,640196,196,BOON LAY DRIVE,BOON LAY FIELDS,L1,-,Yes,103.7137499,1.342543506
R102915H,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102915H-002,Type 2,3.7,640196,196,BOON LAY DRIVE,BOON LAY FIELDS,L1,-,Yes,103.7137499,1.342543506
R102916A,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102916A-001,Type 2,3.7,640196,196,BOON LAY DRIVE,BOON LAY FIELDS,L1,-,Yes,103.7137499,1.342543506
R102916A,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102916A-002,Type 2,3.7,640196,196,BOON LAY DRIVE,BOON LAY FIELDS,L1,-,Yes,103.7137499,1.342543506
R114637G,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R114637G-001,CCS2,160,619487,33,JALAN BUROH,SMART ENERGY JALAN BUROH,L1,,Yes,103.7149069,1.314796751
R114637G,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R114637G-002,CCS2,160,619487,33,JALAN BUROH,SMART ENERGY JALAN BUROH,L1,0,Yes,103.7149069,1.314796751
R103209D,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103209D-001,Type 2,3.7,611346,346A,KANG CHING ROAD,MULTI STOREY CAR PARK,L1,-,Yes,103.720183,1.340049501
R103209D,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103209D-002,Type 2,3.7,611346,346A,KANG CHING ROAD,MULTI STOREY CAR PARK,L1,-,Yes,103.720183,1.340049501
R103210G,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103210G-001,Type 2,3.7,611346,346A,KANG CHING ROAD,MULTI STOREY CAR PARK,L1,-,Yes,103.720183,1.340049501
R103210G,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103210G-002,Type 2,3.7,611346,346A,KANG CHING ROAD,MULTI STOREY CAR PARK,L1,-,Yes,103.720183,1.340049501
R103211R,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103211R-001,Type 2,3.7,610364,364,YUNG AN ROAD,MULTI STOREY CAR PARK,L1,-,Yes,103.7204589,1.337119757
R103211R,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103211R-002,Type 2,3.7,610364,364,YUNG AN ROAD,MULTI STOREY CAR PARK,L1,-,Yes,103.7204589,1.337119757
R103212D,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103212D-001,Type 2,3.7,610364,364,YUNG AN ROAD,MULTI STOREY CAR PARK,L1,-,Yes,103.7204589,1.337119757
R103212D,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103212D-002,Type 2,3.7,610364,364,YUNG AN ROAD,MULTI STOREY CAR PARK,L1,-,Yes,103.7204589,1.337119757
R103441F,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103441F-001,Type 2,3.7,610175,175,YUNG KUANG ROAD,CORPORATION TIARA,L1,-,Yes,103.7217797,1.332313569
R103441F,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103441F-002,Type 2,3.7,610175,175,YUNG KUANG ROAD,CORPORATION TIARA,L1,-,Yes,103.7217797,1.332313569
R103442Z,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103442Z-001,Type 2,3.7,610175,175,YUNG KUANG ROAD,CORPORATION TIARA,L1,-,Yes,103.7217797,1.332313569
R103442Z,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R103442Z-002,Type 2,3.7,610175,175,YUNG KUANG ROAD,CORPORATION TIARA,L1,-,Yes,103.7217797,1.332313569
R102897D,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102897D-001,Type 2,3.7,600354,354,JURONG EAST AVENUE 1,MULTI STOREY CAR PARK,L1,-,Yes,103.7318524,1.344473346
R102897D,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102897D-002,Type 2,3.7,600354,354,JURONG EAST AVENUE 1,MULTI STOREY CAR PARK,L1,-,Yes,103.7318524,1.344473346
R102898H,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102898H-001,Type 2,3.7,600354,354,JURONG EAST AVENUE 1,MULTI STOREY CAR PARK,L1,-,Yes,103.7318524,1.344473346
R102898H,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102898H-002,Type 2,3.7,600354,354,JURONG EAST AVENUE 1,MULTI STOREY CAR PARK,L1,-,Yes,103.7318524,1.344473346
R102905B,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102905B-001,Type 2,3.7,600307,307,JURONG EAST STREET 32,HONG KAH EAST PLACE,L1,-,Yes,103.7348451,1.346890757
R102905B,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102905B-002,Type 2,3.7,600307,307,JURONG EAST STREET 32,HONG KAH EAST PLACE,L1,-,Yes,103.7348451,1.346890757
R102906F,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102906F-001,Type 2,3.7,600307,307,JURONG EAST STREET 32,HONG KAH EAST PLACE,L1,-,Yes,103.7348451,1.346890757
R102906F,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102906F-002,Type 2,3.7,600307,307,JURONG EAST STREET 32,HONG KAH EAST PLACE,L1,-,Yes,103.7348451,1.346890757
R102899A,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102899A-001,Type 2,3.7,600116,116,JURONG EAST STREET 13,JURONG EAST VILLE,L1,-,Yes,103.7354848,1.339494837
R102899A,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102899A-002,Type 2,3.7,600116,116,JURONG EAST STREET 13,JURONG EAST VILLE,L1,-,Yes,103.7354848,1.339494837
R102900D,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102900D-001,Type 2,3.7,600116,116,JURONG EAST STREET 13,JURONG EAST VILLE,L1,-,Yes,103.7354848,1.339494837
R102900D,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102900D-002,Type 2,3.7,600116,116,JURONG EAST STREET 13,JURONG EAST VILLE,L1,-,Yes,103.7354848,1.339494837
R102901H,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102901H-001,Type 2,3.7,600230,230,JURONG EAST STREET 21,,L1,-,Yes,103.7380331,1.341543873
R102901H,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102901H-002,Type 2,3.7,600230,230,JURONG EAST STREET 21,,L1,-,Yes,103.7380331,1.341543873
R102902A,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102902A-001,Type 2,3.7,600230,230,JURONG EAST STREET 21,,L1,-,Yes,103.7380331,1.341543873
R102902A,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102902A-002,Type 2,3.7,600230,230,JURONG EAST STREET 21,,L1,-,Yes,103.7380331,1.341543873
R102772R,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102772R-001,Type 2,3.7,600061,61,TEBAN GARDENS ROAD,DBS TEBAN GARDENS,L1,-,Yes,103.7382945,1.322145019
R102772R,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102772R-002,Type 2,3.7,600061,61,TEBAN GARDENS ROAD,DBS TEBAN GARDENS,L1,-,Yes,103.7382945,1.322145019
R102773D,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102773D-001,Type 2,3.7,600061,61,TEBAN GARDENS ROAD,DBS TEBAN GARDENS,L1,-,Yes,103.7382945,1.322145019
R102773D,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102773D-002,Type 2,3.7,600061,61,TEBAN GARDENS ROAD,DBS TEBAN GARDENS,L1,-,Yes,103.7382945,1.322145019
R102742D,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102742D-001,Type 2,3.7,681486,486A,CHOA CHU KANG AVENUE 5,MULTI STOREY CAR PARK,L2,-,Yes,103.7383621,1.375049975
R102742D,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102742D-002,Type 2,3.7,681486,486A,CHOA CHU KANG AVENUE 5,MULTI STOREY CAR PARK,L2,-,Yes,103.7383621,1.375049975
R102743H,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102743H-001,Type 2,3.7,681486,486A,CHOA CHU KANG AVENUE 5,MULTI STOREY CAR PARK,L2,-,Yes,103.7383621,1.375049975
R102743H,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102743H-002,Type 2,3.7,681486,486A,CHOA CHU KANG AVENUE 5,MULTI STOREY CAR PARK,L2,-,Yes,103.7383621,1.375049975
R102007K,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102007K-001,Type 2,3.7,650440,440,BUKIT BATOK WEST AVENUE 8,WEST RIDGES @ BUKIT BATOK,L2,-,Yes,103.7392812,1.355666012
R102007K,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102007K-002,Type 2,3.7,650440,440,BUKIT BATOK WEST AVENUE 8,WEST RIDGES @ BUKIT BATOK,L2,-,Yes,103.7392812,1.355666012
R102008B,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102008B-001,Type 2,3.7,650440,440,BUKIT BATOK WEST AVENUE 8,WEST RIDGES @ BUKIT BATOK,L2,-,Yes,103.7392812,1.355666012
R102008B,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102008B-002,Type 2,3.7,650440,440,BUKIT BATOK WEST AVENUE 8,WEST RIDGES @ BUKIT BATOK,L2,-,Yes,103.7392812,1.355666012
R101998C,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R101998C-001,Type 2,3.7,650436,436,BUKIT BATOK WEST AVENUE 5,WEST EDGE @ BUKIT BATOK,L1,-,Yes,103.7396215,1.358702587
R101998C,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R101998C-002,Type 2,3.7,650436,436,BUKIT BATOK WEST AVENUE 5,WEST EDGE @ BUKIT BATOK,L1,-,Yes,103.7396215,1.358702587
R101999G,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R101999G-001,Type 2,3.7,650436,436,BUKIT BATOK WEST AVENUE 5,WEST EDGE @ BUKIT BATOK,L1,-,Yes,103.7396215,1.358702587
R101999G,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R101999G-002,Type 2,3.7,650436,436,BUKIT BATOK WEST AVENUE 5,WEST EDGE @ BUKIT BATOK,L1,-,Yes,103.7396215,1.358702587
R102738R,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102738R-001,Type 2,3.7,681429,429A,CHOA CHU KANG AVENUE 4,FOODCOURT,L1,-,Yes,103.7408248,1.383596356
R102738R,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102738R-002,Type 2,3.7,681429,429A,CHOA CHU KANG AVENUE 4,FOODCOURT,L1,-,Yes,103.7408248,1.383596356
R102739D,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102739D-001,Type 2,3.7,681429,429A,CHOA CHU KANG AVENUE 4,FOODCOURT,L1,-,Yes,103.7408248,1.383596356
R102739D,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102739D-002,Type 2,3.7,681429,429A,CHOA CHU KANG AVENUE 4,FOODCOURT,L1,-,Yes,103.7408248,1.383596356
R102903E,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102903E-001,Type 2,3.7,600232,232,JURONG EAST STREET 21,,L1,-,Yes,103.741574,1.340430194
R102903E,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102903E-002,Type 2,3.7,600232,232,JURONG EAST STREET 21,,L1,-,Yes,103.741574,1.340430194
R102904K,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102904K-001,Type 2,3.7,600232,232,JURONG EAST STREET 21,,L1,-,Yes,103.741574,1.340430194
R102904K,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102904K-002,Type 2,3.7,600232,232,JURONG EAST STREET 21,,L1,-,Yes,103.741574,1.340430194
R102895G,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102895G-001,Type 2,3.7,609434,8,JURONG TOWN HALL ROAD,THE JTC SUMMIT,B2,-,Yes,103.7420361,1.331142359
R102895G,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102895G-002,Type 2,3.7,609434,8,JURONG TOWN HALL ROAD,THE JTC SUMMIT,B2,-,Yes,103.7420361,1.331142359
R102896R,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102896R-001,Type 2,3.7,609434,8,JURONG TOWN HALL ROAD,JTC AUDITORIUM,B2,-,Yes,103.7420361,1.331142359
R102896R,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102896R-002,Type 2,3.7,609434,8,JURONG TOWN HALL ROAD,JTC AUDITORIUM,B2,-,Yes,103.7420361,1.331142359
R102758A,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102758A-001,Type 2,3.7,681502,502A,CHOA CHU KANG STREET 51,MULTI STOREY CAR PARK,L1,-,Yes,103.7429514,1.388697686
R102758A,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102758A-002,Type 2,3.7,681502,502A,CHOA CHU KANG STREET 51,MULTI STOREY CAR PARK,L1,-,Yes,103.7429514,1.388697686
R102759E,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102759E-001,Type 2,3.7,681502,502A,CHOA CHU KANG STREET 51,MULTI STOREY CAR PARK,L1,-,Yes,103.7429514,1.388697686
R102759E,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102759E-002,Type 2,3.7,681502,502A,CHOA CHU KANG STREET 51,MULTI STOREY CAR PARK,L1,-,Yes,103.7429514,1.388697686
R101991H,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R101991H-001,Type 2,3.7,651154,154A,BUKIT BATOK WEST AVENUE 8,,L3,-,Yes,103.7436955,1.347355328
R101991H,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R101991H-002,Type 2,3.7,651154,154A,BUKIT BATOK WEST AVENUE 8,,L3,-,Yes,103.7436955,1.347355328
R101992A,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R101992A-001,Type 2,3.7,651154,154A,BUKIT BATOK WEST AVENUE 8,,L3,-,Yes,103.7436955,1.347355328
R101992A,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R101992A-002,Type 2,3.7,651154,154A,BUKIT BATOK WEST AVENUE 8,,L3,-,Yes,103.7436955,1.347355328
R102736C,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102736C-001,Type 2,3.7,680809,809,CHOA CHU KANG AVENUE 1,KEAT HONG AXIS,L1,-,Yes,103.7445342,1.374982441
R102736C,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102736C-002,Type 2,3.7,680809,809,CHOA CHU KANG AVENUE 1,KEAT HONG AXIS,L1,-,Yes,103.7445342,1.374982441
R102737G,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102737G-001,Type 2,3.7,680809,809,CHOA CHU KANG AVENUE 1,KEAT HONG AXIS,L1,-,Yes,103.7445342,1.374982441
R102737G,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102737G-002,Type 2,3.7,680809,809,CHOA CHU KANG AVENUE 1,KEAT HONG AXIS,L1,-,Yes,103.7445342,1.374982441
R102750B,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102750B-001,Type 2,3.7,681678,678A,CHOA CHU KANG CRESCENT,FOODCOURT,L1,-,Yes,103.7448791,1.40188001
R102750B,TOTALENERGIES CHARGING SERVICES SINGAPORE PTE. LTD.,2,R102750B-002,Type 2,3.7,681678,678A,CHOA CHU KANG CRESCENT,FOODCOURT,L1,-,Yes,103.7448791,1.40188001
